id,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm
20124890,31,80,31.0,31.0,1125.0,1125.0,31.0,1125.0
20126341,2,14,1.0,2.0,1125.0,1125.0,2.0,1125.0
20138171,1,30,1.0,2.0,1125.0,1125.0,1.3,1125.0
20138796,2,28,2.0,2.0,1125.0,1125.0,2.0,1125.0
20153702,7,1125,7.0,30.0,1125.0,1125.0,14.7,1125.0
20154201,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
20166365,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0
20166874,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
20186574,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
20192249,2,60,2.0,2.0,1125.0,1125.0,2.0,1125.0
20196027,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
20196565,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
20207987,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
20212862,31,300,31.0,31.0,300.0,300.0,31.0,300.0
20213058,2,365,2.0,4.0,1125.0,1125.0,3.2,1125.0
20217934,7,1125,7.0,7.0,1125.0,1125.0,7.0,1125.0
20225499,31,61,31.0,31.0,1125.0,1125.0,31.0,1125.0
20253006,4,799,4.0,31.0,1125.0,1125.0,28.9,1125.0
20264444,3,1125,3.0,3.0,1125.0,1125.0,3.0,1125.0
20265888,1,29,1.0,1.0,1125.0,1125.0,1.0,1125.0
20277898,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
20294927,3,1125,3.0,3.0,1125.0,1125.0,3.0,1125.0
20299513,3,30,3.0,3.0,30.0,30.0,3.0,30.0
20302085,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
20303609,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
20321277,2,60,2.0,2.0,60.0,60.0,2.0,60.0
20347049,4,1125,4.0,4.0,1125.0,1125.0,4.0,1125.0
20358943,3,1125,3.0,4.0,1125.0,1125.0,3.6,1125.0
20361292,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
20403640,31,180,31.0,31.0,180.0,180.0,31.0,180.0
20403766,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0
20422457,31,31,31.0,31.0,1125.0,1125.0,31.0,1125.0
20432523,31,120,31.0,31.0,120.0,120.0,31.0,120.0
20437419,4,730,4.0,4.0,730.0,730.0,4.0,730.0
20437717,31,45,31.0,31.0,45.0,45.0,31.0,45.0
20438692,31,45,31.0,31.0,45.0,45.0,31.0,45.0
20452932,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
20461027,31,365,31.0,31.0,31.0,1125.0,31.0,321.1
20469824,2,30,2.0,2.0,1125.0,1125.0,2.0,1125.0
20483028,365,1000,365.0,365.0,1000.0,1000.0,365.0,1000.0
20500529,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
20503212,90,1000,90.0,90.0,1000.0,1000.0,90.0,1000.0
20521864,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
20534938,1,30,1.0,1.0,30.0,30.0,1.0,30.0
20535352,31,180,31.0,31.0,1125.0,1125.0,31.0,1125.0
20538744,1,28,1.0,1.0,28.0,28.0,1.0,28.0
20604877,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
20605356,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
20607002,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
20617856,2,90,2.0,2.0,1125.0,1125.0,2.0,1125.0
20624816,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
20631517,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
20648805,3,1125,3.0,4.0,1125.0,1125.0,3.2,1125.0
20651859,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
20652766,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
20653842,60,180,60.0,60.0,1125.0,1125.0,60.0,1125.0
20675654,1,90,1.0,1.0,90.0,90.0,1.0,90.0
20676811,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0
20678886,1,90,1.0,1.0,90.0,90.0,1.0,90.0
20685727,1,90,1.0,1.0,90.0,90.0,1.0,90.0
20722572,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
20743970,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
20769447,2,60,2.0,2.0,60.0,60.0,2.0,60.0
20772004,3,30,3.0,3.0,30.0,30.0,3.0,30.0
20773444,2,29,1.0,2.0,1125.0,1125.0,2.0,1125.0
20779267,2,31,2.0,2.0,1125.0,1125.0,2.0,1125.0
20779465,2,30,2.0,2.0,30.0,30.0,2.0,30.0
20780000,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
20808151,31,365,31.0,31.0,365.0,365.0,31.0,365.0
20842495,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
20842924,31,60,31.0,31.0,1125.0,1125.0,31.0,1125.0
20846063,1,180,1.0,1.0,180.0,180.0,1.0,180.0
20849583,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
20850080,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
20850266,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
20850507,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
20850591,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
20861422,31,1125,31.0,31.0,2.0,1125.0,31.0,1068.5
20893833,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
20894617,31,1125,31.0,31.0,2.0,1125.0,31.0,1076.2
20895152,31,1125,31.0,31.0,2.0,1125.0,31.0,1076.2
20900080,31,60,31.0,31.0,1125.0,1125.0,31.0,1125.0
20945085,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
20957404,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
20968665,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0
20969903,31,180,31.0,31.0,180.0,180.0,31.0,180.0
20983563,3,30,2.0,3.0,30.0,30.0,2.9,30.0
20995225,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0
21012348,2,29,2.0,2.0,1125.0,1125.0,2.0,1125.0
21013396,1,1125,1.0,2.0,1125.0,1125.0,1.3,1125.0
21038149,1,90,1.0,1.0,90.0,90.0,1.0,90.0
21038479,1,90,1.0,1.0,90.0,90.0,1.0,90.0
21043913,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0
21044002,1,90,1.0,1.0,90.0,90.0,1.0,90.0
21044056,1,90,1.0,1.0,90.0,90.0,1.0,90.0
21044104,1,90,1.0,1.0,90.0,90.0,1.0,90.0
21062208,1,30,1.0,1.0,1125.0,1125.0,1.0,1125.0
21088019,4,1125,3.0,31.0,1125.0,1125.0,3.8,1125.0
21103562,3,28,3.0,4.0,28.0,28.0,3.3,28.0
21106596,3,30,3.0,3.0,30.0,30.0,3.0,30.0
21120222,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
21122879,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0
21134013,3,1125,3.0,3.0,1125.0,1125.0,3.0,1125.0
21135212,3,100,3.0,31.0,1125.0,1125.0,8.2,1125.0
21141774,31,40,31.0,31.0,40.0,40.0,31.0,40.0
21160435,3,1124,3.0,3.0,1125.0,1125.0,3.0,1125.0
21161218,31,60,31.0,31.0,60.0,60.0,31.0,60.0
21177503,3,1125,3.0,3.0,1125.0,1125.0,3.0,1125.0
21181175,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0
21185273,31,365,31.0,31.0,365.0,365.0,31.0,365.0
21198255,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
21201876,3,1125,3.0,3.0,1125.0,1125.0,3.0,1125.0
21265927,90,180,90.0,90.0,180.0,180.0,90.0,180.0
21282511,10,720,4.0,31.0,1125.0,1125.0,29.7,1125.0
21282988,2,28,2.0,2.0,28.0,28.0,2.0,28.0
21288872,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
21292577,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0
21305912,2,18,1.0,3.0,1125.0,1125.0,2.0,1125.0
21307831,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
21308895,2,180,2.0,2.0,180.0,180.0,2.0,180.0
21325478,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
21326028,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0
21354341,31,60,31.0,31.0,1125.0,1125.0,31.0,1125.0
21366569,130,1125,130.0,130.0,1125.0,1125.0,130.0,1125.0
21368941,3,30,3.0,4.0,1125.0,1125.0,3.0,1125.0
21383659,1,30,1.0,1.0,30.0,30.0,1.0,30.0
21383867,1,30,1.0,1.0,30.0,30.0,1.0,30.0
21383885,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
21384121,1,7,1.0,1.0,7.0,7.0,1.0,7.0
21384208,1,90,1.0,1.0,90.0,90.0,1.0,90.0
21392155,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
21398898,1,90,1.0,1.0,90.0,90.0,1.0,90.0
21399073,1,90,1.0,1.0,90.0,90.0,1.0,90.0
21414624,1,90,1.0,1.0,90.0,90.0,1.0,90.0
21422900,31,60,31.0,31.0,60.0,60.0,31.0,60.0
21427161,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
21436504,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
21436977,2,31,2.0,2.0,31.0,31.0,2.0,31.0
21437643,1,29,1.0,1.0,1125.0,1125.0,1.0,1125.0
21439632,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
21456367,2,29,2.0,2.0,1125.0,1125.0,2.0,1125.0
21470573,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
21473043,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
21473050,3,395,3.0,3.0,1125.0,1125.0,3.0,1125.0
21475020,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0
21491206,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
21504736,2,30,2.0,2.0,30.0,30.0,2.0,30.0
21519530,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
21519849,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
21520487,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
21575396,3,1125,3.0,7.0,1125.0,1125.0,4.3,1125.0
21578601,31,365,31.0,31.0,1125.0,1125.0,31.0,1125.0
21581702,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
21592968,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
21593076,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
21597502,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
21642372,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0
21646731,31,40,31.0,31.0,40.0,40.0,31.0,40.0
21662190,1,29,1.0,1.0,1125.0,1125.0,1.0,1125.0
21663102,31,800,31.0,31.0,1125.0,1125.0,31.0,1125.0
21668724,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
21680495,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
21695571,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
21711623,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
21717185,2,30,2.0,5.0,30.0,30.0,2.9,30.0
21729336,31,90,31.0,31.0,1125.0,1125.0,31.0,1125.0
21730002,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0
21748348,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
21753674,31,360,31.0,31.0,360.0,360.0,31.0,360.0
21756049,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
21784912,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
21788048,3,90,1.0,3.0,1125.0,1125.0,3.0,1125.0
21793152,2,30,1.0,2.0,1125.0,1125.0,1.9,1125.0
21869442,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0
21879862,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0
21885282,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0
21887183,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0
21891422,31,35,31.0,31.0,35.0,35.0,31.0,35.0
21899068,2,7,2.0,2.0,7.0,7.0,2.0,7.0
21907535,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
21922313,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
21926539,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
21945058,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
21945253,31,40,31.0,31.0,40.0,40.0,31.0,40.0
21962401,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0
21976567,2,180,2.0,2.0,1125.0,1125.0,2.0,1125.0
21994848,2,300,2.0,2.0,300.0,300.0,2.0,300.0
21998156,31,1124,31.0,31.0,1124.0,1124.0,31.0,1124.0
22012269,2,300,2.0,2.0,300.0,300.0,2.0,300.0
22025910,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
22048871,3,1125,3.0,3.0,1125.0,1125.0,3.0,1125.0
22062712,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0
22075568,31,365,31.0,31.0,1125.0,1125.0,31.0,1125.0
22076921,2,1124,2.0,2.0,1125.0,1125.0,2.0,1125.0
22077110,2,1124,2.0,2.0,1125.0,1125.0,2.0,1125.0
22077168,2,1124,2.0,2.0,1125.0,1125.0,2.0,1125.0
22084822,31,60,31.0,31.0,60.0,60.0,31.0,60.0
22115415,2,15,2.0,2.0,1125.0,1125.0,2.0,1125.0
22139377,31,31,31.0,31.0,1125.0,1125.0,31.0,1125.0
22152012,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
22162839,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
22187642,14,365,14.0,14.0,1125.0,1125.0,14.0,1125.0
22193388,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
22195887,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0
22202025,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
22229408,31,150,31.0,31.0,150.0,150.0,31.0,150.0
22244228,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
22265652,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
22265966,2,300,1.0,2.0,300.0,300.0,2.0,300.0
22266299,2,300,2.0,2.0,300.0,300.0,2.0,300.0
22268306,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
22300841,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0
22308082,2,90,2.0,2.0,1125.0,1125.0,2.0,1125.0
22326779,31,352,31.0,31.0,352.0,352.0,31.0,352.0
22342450,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
22342950,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
22352986,1,30,1.0,1.0,30.0,30.0,1.0,30.0
22372488,31,1125,31.0,31.0,2.0,1125.0,31.0,1076.2
22372846,31,1125,31.0,31.0,1.0,1125.0,31.0,1023.0
22375408,31,1125,31.0,31.0,1.0,1125.0,31.0,1023.0
22375645,3,1125,3.0,3.0,1125.0,1125.0,3.0,1125.0
22392135,2,30,2.0,2.0,1125.0,1125.0,2.0,1125.0
22397505,31,365,31.0,31.0,1125.0,1125.0,31.0,1125.0
22416682,1,7,1.0,2.0,1125.0,1125.0,1.8,1125.0
22437845,3,1125,3.0,3.0,1125.0,1125.0,3.0,1125.0
22443658,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0
22448594,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
22455225,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
22479866,60,180,60.0,60.0,180.0,180.0,60.0,180.0
22493531,31,76,31.0,31.0,76.0,76.0,31.0,76.0
22496638,3,7,3.0,3.0,1125.0,1125.0,3.0,1125.0
22504339,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
22513442,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
22516816,4,120,4.0,4.0,1125.0,1125.0,4.0,1125.0
22526002,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
22528979,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
22530963,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
22535385,31,365,31.0,31.0,1125.0,1125.0,31.0,1125.0
22553714,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
22553946,2,60,2.0,2.0,1125.0,1125.0,2.0,1125.0
22554380,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
22566196,31,100,31.0,31.0,1125.0,1125.0,31.0,1125.0
22568357,2,365,2.0,4.0,1125.0,1125.0,3.2,1125.0
22573620,31,365,31.0,31.0,1125.0,1125.0,31.0,1125.0
22583236,31,31,31.0,31.0,31.0,31.0,31.0,31.0
22595540,3,47,3.0,3.0,1125.0,1125.0,3.0,1125.0
22596561,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
22601186,31,420,31.0,31.0,420.0,420.0,31.0,420.0
22610265,3,300,3.0,3.0,1125.0,1125.0,3.0,1125.0
22618081,7,1000,4.0,7.0,1125.0,1125.0,6.9,1125.0
22630382,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
22632483,31,1125,31.0,31.0,2.0,1125.0,31.0,1076.2
22633189,5,30,5.0,5.0,1125.0,1125.0,5.0,1125.0
22633496,31,1125,31.0,31.0,2.0,1125.0,31.0,1076.2
22635130,3,7,3.0,3.0,7.0,7.0,3.0,7.0
22635161,4,400,4.0,15.0,400.0,400.0,14.9,400.0
22653176,31,1125,31.0,31.0,1.0,1125.0,31.0,1023.0
22653398,31,1125,31.0,31.0,1.0,1125.0,31.0,1023.0
22670474,1,90,1.0,1.0,90.0,90.0,1.0,90.0
22670678,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
22670776,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0
22671304,4,30,4.0,4.0,1125.0,1125.0,4.0,1125.0
22690411,3,35,3.0,3.0,1125.0,1125.0,3.0,1125.0
22692174,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0
22704423,1,1125,1.0,2.0,3.0,1125.0,1.0,1114.7
22705219,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0
22712422,1,30,1.0,1.0,1125.0,1125.0,1.0,1125.0
22718715,3,1125,3.0,3.0,1125.0,1125.0,3.0,1125.0
22718758,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0
22731835,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
22743952,14,1125,14.0,14.0,1125.0,1125.0,14.0,1125.0
22745173,2,180,2.0,2.0,1125.0,1125.0,2.0,1125.0
22773755,2,30,2.0,2.0,1125.0,1125.0,2.0,1125.0
22784246,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0
22792088,31,60,6.0,31.0,60.0,60.0,29.7,60.0
22794533,31,105,31.0,31.0,105.0,105.0,31.0,105.0
22798280,1,28,1.0,7.0,1125.0,1125.0,1.3,1125.0
22807715,30,1125,1.0,2.0,1125.0,1125.0,1.3,1125.0
22811023,31,1120,31.0,31.0,1120.0,1120.0,31.0,1120.0
22825478,2,5,2.0,2.0,5.0,5.0,2.0,5.0
22833646,3,365,3.0,3.0,365.0,365.0,3.0,365.0
22849113,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0
22849373,1,29,1.0,1.0,29.0,29.0,1.0,29.0
22889193,3,30,3.0,3.0,1125.0,1125.0,3.0,1125.0
22889391,2,21,2.0,7.0,1125.0,1125.0,2.3,1125.0
22893510,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
22916511,31,365,31.0,31.0,365.0,365.0,31.0,365.0
22921760,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
22923604,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
22953793,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
22995477,180,365,180.0,180.0,1125.0,1125.0,180.0,1125.0
22999950,31,180,31.0,31.0,1125.0,1125.0,31.0,1125.0
23004319,91,1125,31.0,150.0,1125.0,1125.0,126.5,1125.0
23034323,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
23045163,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
23053269,1,15,1.0,1.0,15.0,15.0,1.0,15.0
23062368,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
23076529,31,65,31.0,31.0,365.0,365.0,31.0,365.0
23077094,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0
23090614,32,1125,32.0,32.0,1125.0,1125.0,32.0,1125.0
23101507,2,14,2.0,2.0,14.0,14.0,2.0,14.0
23101522,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
23102166,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
23105556,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
23111121,1,5,1.0,1.0,5.0,5.0,1.0,5.0
23139332,31,150,31.0,31.0,1125.0,1125.0,31.0,1125.0
23170552,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0
23190741,31,90,31.0,31.0,1125.0,1125.0,31.0,1125.0
23190751,16,1124,16.0,16.0,1124.0,1124.0,16.0,1124.0
23236188,31,120,31.0,31.0,120.0,120.0,31.0,120.0
23274279,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
23304101,2,100,2.0,2.0,1125.0,1125.0,2.0,1125.0
23309447,3,1125,3.0,3.0,1125.0,1125.0,3.0,1125.0
23357913,31,365,31.0,31.0,1125.0,1125.0,31.0,1125.0
23368804,1,1125,2.0,3.0,1125.0,1125.0,2.4,1125.0
23371128,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
23380375,3,120,3.0,3.0,1125.0,1125.0,3.0,1125.0
23409975,14,90,14.0,14.0,1125.0,1125.0,14.0,1125.0
23464005,1,1125,1.0,2.0,1125.0,1125.0,1.3,1125.0
23478836,2,90,2.0,2.0,90.0,90.0,2.0,90.0
23521918,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0
23522812,3,365,3.0,3.0,1125.0,1125.0,3.0,1125.0
23527224,31,150,31.0,31.0,150.0,150.0,31.0,150.0
23539251,182,1125,182.0,182.0,1125.0,1125.0,182.0,1125.0
23556288,2,1125,1.0,2.0,1125.0,1125.0,2.0,1125.0
23558219,3,30,3.0,3.0,1125.0,1125.0,3.0,1125.0
23560608,31,31,31.0,31.0,31.0,31.0,31.0,31.0
23584521,21,1125,21.0,21.0,1125.0,1125.0,21.0,1125.0
23625381,1,1125,1.0,3.0,1125.0,1125.0,1.0,1125.0
23644899,3,90,3.0,3.0,1125.0,1125.0,3.0,1125.0
23645709,1,29,1.0,2.0,29.0,29.0,1.7,29.0
23653501,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
23654043,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
23654380,31,350,31.0,31.0,1125.0,1125.0,31.0,1125.0
23663749,1,1125,1.0,2.0,1125.0,1125.0,1.7,1125.0
23670148,31,350,31.0,31.0,1125.0,1125.0,31.0,1125.0
23686072,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
23711210,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0
23713183,2,8,2.0,2.0,1125.0,1125.0,2.0,1125.0
23717403,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
23717829,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
23724012,1,30,1.0,4.0,1125.0,1125.0,1.4,1125.0
23731595,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
23759196,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
23780677,2,7,2.0,2.0,1125.0,1125.0,2.0,1125.0
23786164,1,5,1.0,1.0,5.0,5.0,1.0,5.0
23791737,2,45,2.0,2.0,1125.0,1125.0,2.0,1125.0
23842535,3,30,3.0,3.0,30.0,30.0,3.0,30.0
23857828,31,120,31.0,31.0,120.0,120.0,31.0,120.0
23858688,4,14,4.0,4.0,14.0,14.0,4.0,14.0
23862201,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0
23873985,31,120,31.0,31.0,120.0,120.0,31.0,120.0
23881282,2,90,2.0,28.0,1125.0,1125.0,8.6,1125.0
23897784,4,30,4.0,4.0,1125.0,1125.0,4.0,1125.0
23901583,21,1125,21.0,21.0,1125.0,1125.0,21.0,1125.0
23904984,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
23915943,4,7,4.0,4.0,7.0,7.0,4.0,7.0
23919462,31,1124,31.0,31.0,1125.0,1125.0,31.0,1125.0
23923052,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
23925940,31,90,31.0,31.0,1125.0,1125.0,31.0,1125.0
23936205,4,30,4.0,4.0,30.0,30.0,4.0,30.0
23959565,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
23959717,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
23959952,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
23959984,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
23962049,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
23972524,1,365,1.0,1.0,365.0,365.0,1.0,365.0
23978671,1,365,1.0,1.0,1125.0,1125.0,1.0,1125.0
23978800,1,365,1.0,1.0,1125.0,1125.0,1.0,1125.0
23991340,2,100,2.0,2.0,1125.0,1125.0,2.0,1125.0
23995986,31,93,31.0,31.0,93.0,93.0,31.0,93.0
23997894,1,60,1.0,1.0,1125.0,1125.0,1.0,1125.0
23998270,2,17,2.0,2.0,1125.0,1125.0,2.0,1125.0
23999654,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
24017245,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
24034008,1,90,1.0,1.0,1125.0,1125.0,1.0,1125.0
24082486,4,28,3.0,3.0,1125.0,1125.0,3.0,1125.0
24084817,31,365,31.0,31.0,1125.0,1125.0,31.0,1125.0
24104817,2,50,2.0,2.0,1125.0,1125.0,2.0,1125.0
24146551,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
24156847,2,29,2.0,2.0,29.0,29.0,2.0,29.0
24160728,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0
24161482,2,10,2.0,2.0,1125.0,1125.0,2.0,1125.0
24206768,2,1125,1.0,2.0,1125.0,1125.0,1.3,1125.0
24219528,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
24227047,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
24228973,2,29,2.0,2.0,29.0,29.0,2.0,29.0
24245052,31,60,31.0,31.0,1125.0,1125.0,31.0,1125.0
24247148,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
24250678,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
24264845,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
24287607,180,1125,180.0,180.0,1125.0,1125.0,180.0,1125.0
24349574,2,150,2.0,2.0,1125.0,1125.0,2.0,1125.0
24371327,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0
24376463,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
24376933,31,186,31.0,31.0,1125.0,1125.0,31.0,1125.0
24389155,31,200,31.0,31.0,200.0,200.0,31.0,200.0
24402356,31,360,31.0,31.0,1125.0,1125.0,31.0,1125.0
24404499,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
